 CERN Personnel
 Category       Division        Flag        Age        Service        Children        Grade        Step        Nation        HrPerWeek        Cost
 343 7 15 53 23 0 9 4 7 40 8852 
 403 10 15 49 24 0 6 11 7 40 6544 
 211 4 15 48 23 3 12 7 7 40 14867 
 211 4 15 50 23 4 12 11 8 40 16095 
 201 4 15 60 24 0 11 13 7 40 15340 
 304 5 15 45 23 2 9 11 10 40 10425 
 301 4 15 48 24 1 8 8 7 40 8406 
 341 9 15 47 23 2 8 6 7 40 8394 
 300 7 11 48 23 0 7 9 7 40 6773 
 502 6 15 50 23 1 10 1 7 40 10022 
 211 5 15 51 23 2 12 11 10 40 15593 
 400 11 15 50 24 1 4 12 10 40 6156 
 341 10 15 51 23 1 9 5 7 40 9256 
 300 11 11 46 24 0 8 7 6 40 7623 
 426 10 13 52 24 0 6 8 7 40 5701 
 304 9 15 47 23 2 8 6 7 40 8394 
 424 5 14 55 23 0 6 11 6 40 6544 
 204 7 15 51 23 2 13 7 7 40 16588 
 543 13 8 52 23 0 7 13 3 40 6718 
 500 11 15 56 23 0 11 7 7 40 12708 
 500 7 15 55 23 0 10 8 7 40 11056 
 465 2 13 51 23 1 6 12 7 40 6313 
 304 10 15 51 22 0 7 13 3 40 7599 
 301 7 15 58 23 0 10 5 8 40 10506 
 204 4 15 49 23 3 11 13 7 40 16093 
 560 12 8 44 22 0 5 13 7 40 5492 
 300 5 11 56 23 0 9 11 7 40 9479 
 361 10 13 47 23 1 9 2 7 40 8059 
 499 5 12 56 19 0 5 13 7 20 3083 
 424 4 10 46 19 0 5 13 10 40 5922 
 343 9 15 56 23 0 8 9 7 40 8286 
 304 7 13 48 23 2 9 3 7 40 8450 
 310 11 15 44 23 2 9 7 3 40 9813 
 345 7 13 46 23 1 7 13 3 40 7197 
 345 7 15 56 23 0 8 8 10 40 8155 
 412 7 13 50 24 1 5 13 7 40 5971 
 560 11 15 54 23 0 5 13 6 40 6293 
 318 11 15 51 24 2 9 8 7 40 9966 
 206 13 15 57 23 1 10 13 7 40 12226 
 402 7 13 56 24 0 6 13 3 40 6153 
 410 7 13 51 24 0 5 12 7 40 5638 
 315 13 15 49 23 2 9 5 2 40 9507 
 211 2 11 55 23 1 13 9 8 40 16349 
 345 7 15 52 23 1 8 13 4 40 9064 
 405 11 15 49 24 0 7 12 7 40 7487 
 500 1 13 45 22 1 11 1 7 40 10683 
 204 9 15 56 23 1 11 13 3 40 15591 
 503 1 15 52 23 1 13 4 7 40 15428 
 341 5 15 55 23 2 8 13 8 40 9315 
 201 4 15 54 23 0 11 8 4 40 12922 
 300 7 15 45 23 2 8 6 7 40 8394 
 301 4 15 52 23 2 8 13 7 40 9315 
 200 7 15 56 23 0 13 10 7 40 16995 
 543 11 12 45 23 2 7 7 7 32 5667 
 500 7 15 50 23 0 9 8 7 40 9464 
 417 11 13 59 26 0 5 13 7 40 5720 
 409 11 15 48 24 1 7 10 3 40 7516 
 341 7 15 51 22 0 8 11 4 40 8549 
 307 7 13 51 24 0 10 7 7 40 9928 
 304 4 15 52 22 3 9 8 7 40 10217 
 301 4 15 58 22 0 8 13 7 40 8813 
 300 2 15 53 22 0 8 13 7 40 8813 
 467 4 15 51 22 1 7 12 1 40 7738 
 211 9 15 52 22 0 11 13 8 40 15340 
 307 13 15 47 22 3 9 2 7 40 9298 
 317 7 15 53 24 1 8 13 7 40 9064 
 300 7 15 54 24 0 9 13 7 40 10228 
 402 4 13 56 22 1 7 12 7 40 7096 
 300 1 15 52 22 1 9 8 3 40 9715 
 497 11 15 50 24 2 6 12 7 40 7137 
 541 2 8 42 22 0 7 5 7 40 5909 
 530 8 12 43 22 1 7 8 7 20 3708 
 402 7 15 59 25 0 8 6 7 40 7892 
 361 9 13 55 24 2 6 13 7 40 6655 
 495 11 15 50 24 0 5 13 7 40 6293 
 310 2 13 47 24 0 8 7 7 40 7334 
 214 5 15 56 26 1 11 13 11 40 15591 
 214 2 15 50 22 2 11 11 7 40 14064 
 424 5 15 49 22 0 6 13 3 40 6727 
 443 5 15 45 22 2 7 6 10 40 7322 
 211 4 15 57 22 0 11 13 8 40 15340 
 308 5 8 44 22 0 8 4 7 40 6747 
 560 6 8 57 19 0 5 13 7 40 5492 
 560 11 10 57 19 0 4 15 10 32 4660 
 204 7 15 44 22 2 10 1 8 40 10273 
 300 9 13 49 22 1 9 2 3 40 8059 
 214 2 15 45 22 2 12 5 8 40 14129 
 201 9 15 57 22 1 10 13 8 40 12226 
 202 10 15 58 22 1 13 8 1 40 16640 
 300 11 15 57 22 0 10 5 7 40 10506 
 438 10 13 45 24 0 7 12 7 40 6845 
 560 5 12 56 19 0 6 11 7 40 5972 
 531 6 15 46 22 2 6 13 9 40 7229 
 300 4 15 48 22 1 8 3 7 40 7749 
 202 4 15 49 22 1 10 6 7 40 10940 
 301 4 15 54 22 1 7 13 7 40 7850 
 304 5 15 53 22 1 8 11 7 40 8800 
 318 11 15 56 24 0 7 13 7 40 7599 
 414 11 15 49 24 1 7 11 7 40 7627 
 201 10 15 53 22 0 11 13 7 32 12427 
 300 11 15 48 24 0 8 5 3 40 7761 
 202 7 15 53 23 1 11 12 3 40 14027 
 211 7 15 49 22 2 12 5 10 40 14129 
 304 5 15 46 22 2 9 5 7 40 9507 
 318 5 15 47 22 0 7 11 7 40 7376 
 204 2 15 45 22 2 9 4 6 40 9354 
 536 8 8 44 22 0 8 8 7 40 7225 
 424 5 8 52 19 0 4 15 7 20 2777 
 560 2 13 46 22 2 5 13 7 40 6222 
 367 4 15 52 22 1 8 10 7 40 8669 
 214 5 15 48 22 2 10 1 15 40 10273 
 304 4 13 47 22 2 9 7 7 40 9007 
 300 4 15 48 22 2 9 6 8 40 9660 
 506 8 15 49 22 1 10 7 3 40 11124 
 503 6 15 62 26 0 12 13 7 40 15581 
 531 6 13 46 22 3 6 10 7 40 6635 
 531 6 13 44 22 0 7 9 7 40 6542 
 216 2 15 49 22 2 11 13 8 40 15842 
 200 2 15 43 22 3 10 5 8 40 11259 
 543 5 10 53 22 0 7 13 7 40 7208 
 340 5 15 45 22 2 9 7 8 40 9813 
 301 7 11 47 24 0 8 5 4 40 7366 
 201 4 15 48 22 2 10 2 6 40 10457 
 307 7 13 43 22 0 8 7 7 40 7334 
 203 5 15 52 22 1 11 10 7 40 13600 
 304 5 15 63 22 2 7 13 7 40 8101 
 530 5 10 54 24 0 8 5 4 40 7366 
 302 4 13 48 22 1 9 6 3 40 8617 
 304 2 15 48 22 2 8 12 7 40 9183 
 201 7 15 50 22 3 11 13 8 40 16093 
 362 10 15 48 22 3 7 12 4 40 8240 
 415 13 15 48 24 2 5 13 7 40 6795 
 566 4 8 50 22 0 6 13 7 40 5925 
 211 9 15 52 22 2 12 10 4 40 15349 
 204 7 15 58 22 0 12 13 11 40 15581 
 318 7 15 50 22 0 9 7 7 40 9311 
 204 9 15 58 22 0 10 13 11 40 11975 
 201 7 15 49 22 2 11 10 7 40 13851 
 202 10 15 52 22 0 11 13 4 40 15340 
 543 10 10 50 22 0 7 13 7 40 7208 
 540 1 14 50 22 2 8 9 7 40 8788 
 543 4 8 47 22 0 7 8 3 20 3229 
 402 9 15 49 23 1 7 9 7 40 7405 
 402 11 15 47 23 1 6 13 7 40 6978 
 418 5 15 61 21 1 7 11 6 40 7627 
 402 10 15 47 23 2 7 12 7 40 7989 
 345 7 15 48 22 1 8 9 3 40 8537 
 204 7 15 46 22 2 11 5 8 40 12783 
 443 7 15 57 22 0 6 13 7 40 6727 
 341 4 15 52 22 1 8 6 7 40 8143 
 204 10 15 50 22 2 11 13 7 40 15842 
 440 10 13 49 22 2 5 13 7 40 6222 
 400 1 13 51 23 0 7 7 3 40 6339 
 310 9 13 44 22 2 8 4 7 40 7477 
 302 11 15 56 22 0 8 13 7 40 8813 
 308 5 13 45 22 2 6 10 2 40 6384 
 562 1 10 43 22 0 6 13 7 40 6355 
 304 7 13 59 22 0 10 13 3 40 10931 
 304 7 13 56 22 0 9 7 3 40 8505 
 316 7 15 54 22 0 10 10 4 40 11423 
 500 6 13 48 22 1 11 7 3 40 11850 
 216 2 15 50 22 1 11 3 4 40 12105 
 308 9 12 44 22 1 8 0 7 40 6748 
 566 2 12 43 21 2 6 13 7 30 5232 
 531 6 9 44 22 0 7 10 3 40 6415 
 300 13 14 43 22 3 5 13 12 32 5876 
 200 7 15 61 22 0 13 10 7 40 16995 
 543 5 30 45 19 1 7 6 7 40 7071 
 400 5 13 43 22 0 7 12 3 40 6845 
 560 5 10 51 19 0 4 15 10 20 2991 
 301 11 15 54 22 0 8 13 7 40 8813 
 211 7 15 50 22 3 11 5 7 40 13034 
 201 4 11 56 22 0 11 13 8 40 14776 
 530 8 13 44 22 0 7 6 7 40 6238 
 566 5 10 46 19 0 5 13 7 20 3069 
 211 7 31 50 22 2 12 10 1 40 15349 
 543 9 10 51 22 0 7 13 7 40 7208 
 211 5 15 53 22 1 12 13 7 40 15832 
 415 13 15 50 23 1 6 12 7 40 6886 
 204 9 15 48 16 1 11 7 10 40 12959 
 202 9 15 52 22 0 12 12 1 40 15336 
 216 2 15 48 22 1 11 11 8 40 13813 
 318 7 15 60 23 0 9 6 7 40 9158 
 543 5 10 52 22 0 7 13 7 40 7208 
 204 10 13 50 22 1 9 13 3 40 9592 
 211 7 15 51 22 2 12 7 8 40 14616 
 204 10 15 55 22 2 12 13 8 40 16083 
 302 4 15 49 22 1 7 13 7 40 7850 
 304 10 15 57 22 1 9 10 8 40 10021 
 566 5 8 48 19 0 5 13 3 36 4965 
 341 11 15 50 22 1 8 7 7 40 8275 
 300 10 15 52 22 2 8 11 8 40 9051 
 541 2 10 47 19 0 7 4 7 40 6237 
 367 7 13 48 19 1 7 13 7 40 7197 
 317 11 15 52 23 2 8 3 7 40 8000 
 403 11 13 44 23 2 6 7 7 40 6113 
 300 7 15 47 22 2 8 8 8 40 8657 
 542 11 13 56 23 2 8 5 7 40 7596 
 304 5 11 49 22 0 9 10 3 40 9330 
 204 9 15 51 22 1 11 12 7 40 14027 
 560 6 13 43 21 2 6 10 7 40 6384 
 417 7 13 47 23 2 7 7 7 40 6841 
 400 11 15 49 23 1 7 10 7 40 7516 
 318 7 15 47 23 2 8 10 7 40 8920 
 438 10 15 46 22 0 7 8 7 40 7043 
 204 9 15 49 22 2 12 7 7 40 14616 
 204 10 15 50 22 1 12 10 7 40 15098 
 204 9 15 52 22 2 11 7 5 32 10805 
 204 9 15 52 22 1 11 3 8 40 12105 
 202 4 15 50 22 2 12 9 7 40 15104 
 566 5 12 52 21 0 4 15 6 40 5570 
 560 6 15 45 21 2 6 9 7 40 6866 
 342 7 15 59 27 0 8 8 7 40 8155 
 300 11 11 48 23 0 9 6 7 40 8732 
 304 5 15 46 22 1 8 13 7 40 9064 
 500 3 15 47 22 2 12 7 7 40 14616 
 411 11 13 48 23 1 5 13 7 40 5971 
 315 13 15 57 23 0 7 11 7 40 7376 
 300 7 15 54 22 0 8 8 7 40 8155 
 216 10 15 48 22 1 12 4 7 40 13635 
 502 6 15 61 22 0 10 12 7 40 11791 
 506 8 15 48 22 1 11 1 4 40 11678 
 543 3 8 48 22 0 8 10 3 35 6568 
 415 13 15 47 23 3 6 12 7 40 7388 
 415 13 15 47 23 1 5 13 7 40 6544 
 304 13 15 50 22 0 9 7 8 40 9311 
 300 7 15 44 22 2 8 7 7 40 8526 
 317 7 15 52 23 2 8 8 7 40 8657 
 211 4 15 61 22 1 12 13 4 40 15832 
 304 7 11 46 22 0 9 10 14 40 9330 
 566 5 10 45 21 0 6 13 4 40 6355 
 211 4 15 48 22 2 11 6 8 40 12997 
 304 9 13 55 22 0 8 13 3 40 8052 
 341 10 11 48 22 0 8 9 10 40 7880 
 301 5 13 53 25 0 8 13 3 40 8052 
 418 4 15 57 22 0 6 13 7 40 6727 
 400 11 13 47 23 2 7 8 3 40 6942 
 566 2 15 47 22 1 6 13 7 40 6978 
 304 7 15 45 22 2 8 9 10 40 8788 
 341 4 13 44 22 2 7 13 3 40 7448 
 204 7 11 47 22 0 9 11 10 40 9479 
 500 8 15 58 23 0 12 10 8 40 14847 
 537 8 15 44 22 0 8 7 7 40 8024 
 315 13 15 55 22 0 9 6 2 40 9158 
 103 12 15 56 26 0 13 10 7 40 16995 
 317 7 15 52 22 0 8 8 7 40 8155 
 300 11 15 51 23 2 9 1 7 40 8894 
 300 7 15 61 23 0 9 7 7 40 9311 
 361 9 15 51 23 0 7 12 7 40 7487 
 201 9 15 52 22 1 11 9 7 40 13386 
 462 9 15 52 23 2 6 13 10 40 7229 
 317 11 15 59 23 0 8 11 7 40 8549 
 301 7 15 45 22 2 8 8 7 40 8657 
 530 8 13 46 21 1 8 7 7 40 7585 
 542 11 15 51 21 0 9 3 7 40 8699 
 409 11 15 53 23 1 7 11 7 40 7627 
 429 11 13 59 23 1 5 13 7 40 5971 
 300 9 13 44 23 2 8 4 7 40 7477 
 300 10 15 52 21 2 8 7 3 40 8526 
 502 6 15 58 21 0 9 12 7 40 10075 
 204 9 15 52 21 0 11 13 3 40 15340 
 541 7 14 47 21 1 7 13 7 40 7850 
 417 7 11 46 23 0 7 6 7 40 6447 
 405 7 13 48 23 0 6 13 3 40 6153 
 216 2 15 46 21 2 10 11 8 40 12109 
 300 5 11 55 21 0 8 13 14 40 8394 
 202 9 15 49 21 2 11 9 4 40 13637 
 402 7 15 56 23 0 6 13 7 40 6727 
 200 7 15 57 21 0 10 5 8 40 10506 
 200 11 15 50 21 2 12 3 10 40 13643 
 304 10 15 62 21 0 8 13 8 40 8813 
 562 6 14 47 21 1 5 13 7 40 6544 
 345 7 15 56 21 2 7 13 6 40 8101 
 202 9 15 49 21 1 11 13 8 40 15591 
 211 9 15 55 22 2 11 13 7 40 15842 
 200 7 15 56 21 0 11 13 7 40 15340 
 543 5 8 50 21 0 8 5 7 40 6866 
 419 7 15 44 23 3 6 13 7 40 7480 
 400 11 13 53 23 0 7 11 7 40 6744 
 201 11 15 53 22 2 11 0 7 40 11716 
 301 4 15 53 22 0 10 6 7 40 10689 
 200 4 15 49 21 2 11 13 7 40 15842 
 211 4 15 53 22 2 12 13 7 40 16083 
 300 10 15 54 22 0 9 11 7 40 9923 
 300 7 31 58 22 0 7 13 7 40 7599 
 201 4 15 51 22 2 11 6 4 40 12997 
 204 4 15 52 22 0 11 13 7 40 15340 
 500 11 15 55 22 0 12 8 7 40 14358 
 341 10 15 48 22 2 8 6 7 40 8394 
 300 10 15 50 22 0 9 2 4 40 8545 
 211 4 27 59 23 0 11 13 4 40 14776 
 367 7 15 54 22 1 8 9 7 40 8537 
 211 4 15 61 23 0 13 10 4 40 16995 
 200 4 15 56 24 1 12 13 1 40 15832 
 341 5 13 47 21 1 9 1 7 40 7920 
 341 4 15 48 22 2 9 8 4 40 9966 
 211 4 15 50 22 3 12 6 7 40 14623 
 211 13 15 52 23 2 11 13 4 40 15842 
 211 9 15 52 22 1 11 11 7 40 13813 
 201 4 13 50 22 2 10 5 3 40 10096 
 317 11 15 61 23 1 8 13 7 40 9064 
 304 7 15 49 21 0 9 9 8 40 9617 
 541 5 8 42 19 0 7 5 7 40 5909 
 411 4 15 56 21 0 6 13 7 40 6727 
 560 10 10 44 21 0 6 11 7 40 6173 
 304 4 15 47 21 2 9 7 7 40 9813 
 304 10 13 50 21 2 9 12 3 40 9704 
 566 1 25 42 21 0 6 13 7 40 5925 
 203 11 15 62 23 0 10 4 7 40 10322 
 419 11 15 57 23 0 6 13 7 40 6727 
 402 5 13 61 21 1 7 13 3 40 7197 
 204 7 13 44 21 1 9 8 3 40 8896 
 310 11 15 42 23 2 9 1 7 40 8894 
 530 8 10 46 21 0 6 13 7 40 6355 
 204 9 15 52 21 2 12 8 8 40 14860 
 207 7 15 54 23 1 11 13 7 40 15591 
 304 7 15 48 21 1 9 7 7 40 9562 
 304 9 13 51 21 3 7 11 7 40 7497 
 317 9 13 50 23 1 8 4 7 40 7226 
 102 3 15 51 21 1 14 2 7 40 16673 
 303 9 11 53 21 0 8 11 3 40 8137 
 211 5 31 48 21 2 12 7 8 40 14616 
 300 4 15 52 21 1 9 11 7 40 10174 
 566 2 8 51 21 0 6 13 7 40 5925 
 200 7 15 50 21 3 12 8 7 40 15111 
 318 11 13 44 21 2 7 5 7 40 6639 
 300 11 15 62 22 0 8 7 4 40 8024 
 304 2 15 51 21 1 10 6 4 40 10940 
 204 2 15 47 21 1 9 13 3 40 10479 
 310 7 15 61 22 0 8 7 7 40 8024 
 341 7 15 51 21 2 9 6 10 40 9660 
 341 10 13 46 21 0 8 6 3 40 7214 
 317 7 15 58 22 0 8 11 7 40 8549 
 564 11 15 49 21 0 8 10 4 40 8418 
 560 7 8 42 21 0 6 13 7 32 4787 
 345 7 15 48 21 2 9 1 3 40 8894 
 532 6 12 46 21 1 6 13 7 40 6404 
 543 1 8 46 21 0 8 9 3 40 7345 
 566 2 14 56 20 0 7 6 3 40 6820 
 211 4 15 50 21 2 12 9 4 40 15104 
 468 4 9 52 21 0 6 13 3 40 5925 
 304 9 15 46 21 0 7 13 7 40 7599 
 440 9 10 43 21 0 6 13 3 40 6355 
 211 9 15 55 21 2 11 13 3 40 15842 
 311 4 15 44 21 2 7 9 3 40 7656 
 211 9 15 50 21 3 12 9 7 40 15355 
 341 5 13 47 21 2 8 5 7 40 7596 
 540 1 8 46 21 0 8 12 7 40 7704 
 417 11 13 59 22 2 6 12 10 40 6564 
 405 4 15 59 21 0 7 13 7 40 7599 
 204 9 15 52 21 0 11 2 8 40 11641 
 343 10 31 51 21 3 8 13 3 40 9566 
 317 7 13 50 21 0 8 9 3 40 7573 
 300 9 15 49 21 0 9 2 2 40 8545 
 214 7 15 51 21 2 12 9 3 40 15104 
 304 4 13 44 21 2 9 2 10 40 8310 
 304 7 15 50 21 1 8 11 7 40 8800 
 204 4 15 53 21 2 11 7 10 40 13210 
 300 4 15 62 21 0 7 13 8 40 7599 
 304 10 15 45 21 3 8 4 3 40 8383 
 318 7 15 48 22 2 9 3 7 40 9201 
 202 7 15 57 23 1 11 13 2 40 15591 
 310 9 15 54 22 0 7 13 7 40 7599 
 530 4 8 45 21 0 8 6 3 40 6986 
 341 4 15 44 21 2 9 2 7 40 9047 
 424 4 15 49 21 4 5 13 7 44 7882 
 204 10 15 45 21 2 9 6 7 40 9660 
 302 9 15 59 21 0 7 13 1 40 7599 
 510 1 14 50 21 1 9 9 7 40 9868 
 202 10 15 53 21 1 12 10 8 40 15098 
 211 10 15 51 21 3 13 4 7 40 15930 
 204 10 15 49 21 0 10 1 3 40 9771 
 301 4 11 50 21 0 7 13 4 40 7208 
 300 4 15 45 21 2 9 0 4 40 8742 
 341 4 13 44 21 2 8 4 7 40 7477 
 202 10 13 55 21 2 12 12 3 40 14495 
 211 10 15 57 23 0 11 13 11 40 15340 
 200 2 15 60 21 1 12 13 7 40 15832 
 301 11 9 50 22 0 7 11 7 40 6516 
 402 4 11 52 22 0 7 11 7 40 6990 
 542 11 15 55 22 0 8 13 7 40 8813 
 531 6 12 41 20 1 8 2 7 40 6987 
 560 5 14 40 21 2 5 13 7 20 3871 
 211 5 15 53 21 2 11 13 8 40 15842 
 300 7 11 56 21 0 10 7 3 40 10408 
 304 5 13 46 21 2 8 9 7 40 8075 
 304 9 15 54 21 1 8 7 7 40 8275 
 403 9 15 54 22 0 6 13 7 40 6727 
 300 9 9 47 21 0 7 9 7 40 6314 
 361 9 15 52 21 1 7 6 3 40 7071 
 424 4 15 42 21 1 6 13 7 40 6978 
 340 11 15 53 21 1 9 13 7 40 10479 
 343 7 15 51 21 2 8 9 14 40 8788 
 317 10 10 58 21 0 7 13 4 40 7208 
 300 4 15 48 21 1 7 10 7 40 7516 
 426 11 15 51 22 1 5 13 7 40 6544 
 412 7 15 60 22 0 6 12 7 40 6635 
 426 11 13 52 22 2 7 8 7 40 6942 
 300 5 15 43 22 2 7 6 10 40 7322 
 317 11 15 44 21 2 7 8 7 40 7545 
 438 11 15 44 22 1 7 8 7 40 7294 
 301 7 11 46 21 0 8 3 4 40 7110 
 424 9 15 52 21 0 6 13 7 40 6727 
 211 4 15 58 21 1 12 13 4 40 15832 
 405 7 13 50 22 0 6 10 7 40 5882 
 200 9 15 47 21 2 11 8 2 40 13424 
 510 1 15 53 21 0 10 11 8 40 11607 
 311 11 15 62 21 0 9 13 7 40 10228 
 424 4 15 46 21 1 7 7 10 40 7182 
 418 4 13 45 21 2 7 6 7 40 6740 
 424 4 15 50 21 1 6 13 7 40 6978 
 424 7 15 46 21 2 6 13 7 40 7229 
 300 4 15 44 21 2 7 11 7 40 7878 
 424 9 15 47 21 0 6 13 7 40 6727 
 560 8 11 46 21 0 6 13 11 40 6355 
 424 9 13 50 21 1 6 13 7 40 6404 
 304 9 11 47 21 0 6 13 7 40 6355 
 462 10 15 58 20 1 7 9 10 40 7405 
 417 9 13 46 22 0 6 13 7 40 6153 
 530 9 13 48 21 1 9 0 3 40 7781 
 340 7 15 48 21 1 8 7 7 40 8275 
 310 9 15 59 22 0 8 6 4 40 7892 
 317 7 13 61 20 0 8 5 3 40 7094 
 304 4 15 49 21 2 9 3 7 40 9201 
 438 1 15 51 21 1 6 10 7 40 6705 
 304 7 13 43 21 2 9 2 7 40 8310 
 300 7 13 46 21 2 7 12 7 40 7347 
 201 7 15 48 21 2 9 7 4 40 9813 
 211 7 15 57 21 3 12 13 1 40 16334 
 304 10 15 47 21 0 9 10 11 40 9770 
 211 9 15 49 21 3 12 5 1 40 14380 
 565 2 10 52 19 0 5 13 3 20 3069 
 304 4 31 48 21 1 7 13 10 40 7850 
 530 2 8 48 21 0 6 13 4 20 3079 
 402 11 13 56 22 0 6 13 3 40 6153 
 417 11 13 56 22 1 5 13 7 40 5971 
 411 11 15 55 22 1 7 4 4 40 6859 
 402 7 9 47 22 0 7 8 7 40 6212 
 211 4 13 52 21 1 12 8 3 40 13353 
 315 13 14 45 19 1 7 5 7 40 6960 
 560 8 8 61 19 0 5 13 7 40 5492 
 400 11 15 46 22 0 6 13 7 40 6727 
 300 9 13 49 21 3 8 5 7 40 7847 
 300 9 15 54 22 3 7 13 7 40 8352 
 207 7 15 49 21 2 10 7 7 40 11375 
 204 9 13 50 21 1 10 6 3 40 10012 
 300 10 13 48 21 0 8 5 3 40 7094 
 300 5 15 48 21 0 7 10 7 40 7265 
 202 9 15 48 21 2 11 5 2 40 12783 
 211 9 15 51 21 2 11 10 4 40 13851 
 211 4 15 50 21 1 13 4 4 40 15428 
 341 9 15 50 21 2 9 7 4 40 9813 
 530 13 10 46 21 0 6 13 4 40 6355 
 201 4 15 52 21 2 10 13 1 40 12477 
 200 7 15 52 21 3 11 8 7 40 13675 
 318 11 13 43 22 1 8 7 3 40 7585 
 304 9 15 52 21 1 8 8 7 40 8406 
 204 5 15 46 20 1 11 3 7 40 12105 
 211 4 15 52 22 1 11 9 4 40 13386 
 211 10 15 51 21 2 12 10 7 40 15349 
 443 7 15 47 20 1 6 10 7 40 6705 
 300 7 15 53 21 3 8 7 7 40 8777 
 300 4 15 48 21 2 9 5 7 40 9507 
 201 4 13 51 21 1 11 11 3 40 12627 
 402 5 15 41 21 1 7 8 7 40 7294 
 462 9 13 46 21 1 6 13 7 40 6404 
 300 13 15 43 21 0 8 1 7 40 7236 
 304 9 15 49 21 3 9 4 4 40 9605 
 402 11 15 57 22 0 7 9 3 40 7154 
 312 1 13 58 21 0 7 13 3 40 6946 
 543 10 10 53 21 0 6 13 4 32 5131 
 208 7 13 44 21 2 9 6 3 40 8868 
 309 13 10 49 21 0 7 13 4 40 7208 
 361 9 15 52 21 0 8 7 3 40 8024 
 341 7 11 46 21 0 7 12 3 40 7099 
 304 2 15 44 21 2 7 13 11 40 8101 
 214 2 15 53 21 0 11 13 6 40 15340 
 304 4 15 42 21 1 7 7 7 40 7182 
 530 2 12 40 20 2 6 11 7 20 3716 
 211 9 15 57 21 0 11 13 15 40 15340 
 510 1 15 47 21 4 10 8 7 40 12060 
 304 4 15 56 21 0 9 12 2 40 10075 
 417 9 13 47 22 0 7 13 3 40 6946 
 415 13 15 43 22 2 6 11 7 40 7046 
 211 13 15 54 20 2 12 8 4 40 14860 
 318 7 13 58 20 0 9 4 7 40 8087 
 343 7 15 51 20 0 8 8 7 40 8155 
 302 4 15 53 20 3 8 13 7 40 9566 
 303 7 15 48 20 1 7 10 2 40 7516 
 201 10 15 50 20 2 11 7 4 40 13210 
 204 7 15 51 21 1 11 2 4 40 11892 
 204 7 15 43 20 2 9 3 3 40 9201 
 304 9 13 46 20 3 8 7 7 40 8087 
 304 10 15 48 20 0 9 11 4 40 9923 
 202 9 15 49 20 0 11 4 4 40 12068 
 415 13 15 48 22 1 6 13 7 40 6978 
 201 7 15 58 20 1 11 13 1 40 15591 
 211 4 31 48 20 2 11 7 10 40 13210 
 300 10 15 45 20 1 9 4 7 40 9103 
 342 11 15 57 21 0 8 9 7 40 8286 
 530 1 12 47 20 1 7 5 7 40 6388 
 530 8 24 45 20 0 7 10 7 40 6415 
 211 5 15 49 20 2 11 13 1 40 15842 
 201 11 15 58 24 2 12 13 3 40 16083 
 211 9 15 55 19 2 11 13 3 40 15842 
 530 12 8 46 20 0 6 11 3 40 5744 
 211 4 15 59 22 0 12 13 3 40 15581 
 460 9 11 50 20 0 6 13 7 40 6355 
 304 5 15 47 20 2 9 6 8 40 9660 
 341 10 15 58 20 0 9 12 7 40 10075 
 211 9 31 48 20 3 12 6 4 40 14623 
 211 10 15 52 20 2 12 10 4 40 15349 
 300 10 13 45 20 2 7 6 7 40 6740 
 409 11 13 53 22 1 6 11 7 40 6223 
 400 11 15 47 22 0 6 11 7 40 6544 
 201 4 15 52 20 1 10 2 8 40 10206 
 211 4 15 54 20 1 12 12 4 40 15587 
 417 7 15 42 22 2 7 4 7 40 7110 
 510 1 15 57 20 1 11 5 7 40 12532 
 216 10 8 50 20 0 10 4 7 20 4782 
 543 10 12 42 20 1 7 8 7 40 6691 
 310 11 15 56 21 0 8 10 7 40 8418 
 500 1 13 57 20 0 11 5 3 40 11210 
 361 9 15 46 21 2 8 8 7 40 8657 
 201 10 15 49 20 3 11 7 1 40 13461 
 204 9 15 52 20 0 10 13 4 40 11975 
 304 4 15 49 20 2 8 12 7 40 9183 
 467 7 15 53 20 0 6 13 7 40 6727 
 438 4 13 58 20 1 7 12 3 40 7096 
 304 5 15 50 20 1 9 9 7 40 9868 
 204 10 15 47 20 2 10 13 10 40 12477 
 304 9 25 42 20 0 7 10 7 40 6415 
 211 7 31 54 20 0 11 11 8 40 13562 
 543 9 10 57 20 0 7 10 7 40 6882 
 531 6 8 41 20 0 7 6 7 40 6010 
 400 11 13 47 21 2 6 12 7 40 6564 
 300 7 11 53 20 0 8 13 7 40 8394 
 438 4 13 49 20 1 7 8 7 40 6691 
 400 10 15 52 20 1 7 9 8 40 7405 
 300 4 13 48 20 3 8 6 7 40 7967 
 301 7 15 47 20 2 8 4 7 40 8132 
 566 2 10 55 20 0 6 13 3 40 6355 
 204 7 15 51 20 3 12 9 7 40 15355 
 340 11 15 56 20 0 9 5 7 40 9005 
 200 10 15 53 20 2 12 6 4 40 14372 
 211 4 15 52 20 1 11 13 8 40 15591 
 304 5 15 49 21 1 8 9 4 40 8537 
 200 10 15 54 20 2 13 10 10 40 17497 
 400 7 15 49 20 1 6 13 7 40 6978 
 300 7 13 47 20 1 9 10 7 40 9174 
 402 7 15 59 21 0 6 13 6 40 6727 
 301 7 13 51 20 0 7 13 7 40 6946 
 211 9 15 52 20 1 12 8 4 40 14609 
 301 10 13 56 20 1 8 11 7 40 8063 
 341 5 15 47 20 1 7 8 7 40 7294 
 202 9 15 47 20 2 11 2 8 40 12143 
 211 4 15 48 20 4 11 8 10 40 13926 
